"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"base64"	"jsonlite"	"Encode/decode base64"	"<p>Simple in-memory base64 encoder and decoder. Used internally for converting raw vectors to text. Interchangable with encoder from <code>base64enc</code> or <code>openssl</code> package. </p>"	"<pre>base64_dec(input)<br />base64_enc(input) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>input</code></td> <td> <p>string or raw vector to be encoded/decoded</p> </td> </tr></table> "	FALSE
"base64"	"jsonlite"	"Encode/decode base64"	"<p>Simple in-memory base64 encoder and decoder. Used internally for converting raw vectors to text. Interchangable with encoder from <code>base64enc</code> or <code>openssl</code> package. </p>"	"<pre>base64_dec(input)<br />base64_enc(input) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>input</code></td> <td> <p>string or raw vector to be encoded/decoded</p> </td> </tr></table> "	FALSE
"base64"	"jsonlite"	"Encode/decode base64"	"<p>Simple in-memory base64 encoder and decoder. Used internally for converting raw vectors to text. Interchangable with encoder from <code>base64enc</code> or <code>openssl</code> package. </p>"	"<pre>base64_dec(input)<br />base64_enc(input) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>input</code></td> <td> <p>string or raw vector to be encoded/decoded</p> </td> </tr></table> "	FALSE
"flatten"	"jsonlite"	"Flatten nested data frames"	"<p>In a nested data frame, one or more of the columns consist of another data frame. These structures frequently appear when parsing JSON data from the web. We can flatten such data frames into a regular 2 dimensional tabular structure. </p>"	"<pre>flatten(x, recursive = TRUE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a data frame</p> </td> </tr> <tr valign='top'> <td><code>recursive</code></td> <td> <p>flatten recursively</p> </td> </tr> </table> "	FALSE
"fromJSON"	"jsonlite"	"Convert R objects to/from JSON"	"<p>These functions are used to convert between JSON data and <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects. The <code>toJSON</code> and <code>fromJSON</code> functions use a class based mapping, which follows conventions outlined in this paper:  <a href='https://arxiv.org/abs/1403.2805'>https://arxiv.org/abs/1403.2805</a> (also available as vignette). </p>"	"<pre>fromJSON(txt, simplifyVector = TRUE, simplifyDataFrame = simplifyVector,<br />   simplifyMatrix = simplifyVector, flatten = FALSE, ...)<br />toJSON(x, dataframe = c('rows', 'columns', 'values'), matrix = c('rowmajor',<br />   'columnmajor'), Date = c('ISO8601', 'epoch'), POSIXt = c('string',<br />   'ISO8601', 'epoch', 'mongo'), factor = c('string', 'integer'),<br />   complex = c('string', 'list'), raw = c('base64', 'hex', 'mongo'),<br />   null = c('list', 'null'), na = c('null', 'string'), auto_unbox = FALSE,<br />   digits = 4, pretty = FALSE, force = FALSE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>a JSON string, URL or file</p> </td> </tr> <tr valign='top'> <td><code>simplifyVector</code></td> <td> <p>coerce JSON arrays containing only primitives into an atomic vector</p> </td> </tr> <tr valign='top'> <td><code>simplifyDataFrame</code></td> <td> <p>coerce JSON arrays containing only records (JSON objects) into a data frame</p> </td> </tr> <tr valign='top'> <td><code>simplifyMatrix</code></td> <td> <p>coerce JSON arrays containing vectors of equal mode and dimension into matrix or array</p> </td> </tr> <tr valign='top'> <td><code>flatten</code></td> <td> <p>automatically <code>flatten</code> nested data frames into a single non-nested data frame</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments passed on to class specific <code>print</code> methods</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>the object to be encoded</p> </td> </tr> <tr valign='top'> <td><code>dataframe</code></td> <td> <p>how to encode data.frame objects: must be one of 'rows', 'columns' or 'values'</p> </td> </tr> <tr valign='top'> <td><code>matrix</code></td> <td> <p>how to encode matrices and higher dimensional arrays: must be one of 'rowmajor' or 'columnmajor'.</p> </td> </tr> <tr valign='top'> <td><code>Date</code></td> <td> <p>how to encode Date objects: must be one of 'ISO8601' or 'epoch'</p> </td> </tr> <tr valign='top'> <td><code>POSIXt</code></td> <td> <p>how to encode POSIXt (datetime) objects: must be one of 'string', 'ISO8601', 'epoch' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>factor</code></td> <td> <p>how to encode factor objects: must be one of 'string' or 'integer'</p> </td> </tr> <tr valign='top'> <td><code>complex</code></td> <td> <p>how to encode complex numbers: must be one of 'string' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>raw</code></td> <td> <p>how to encode raw objects: must be one of 'base64', 'hex' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>null</code></td> <td> <p>how to encode NULL values within a list: must be one of 'null' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>na</code></td> <td> <p>how to print NA values: must be one of 'null' or 'string'. Defaults are class specific</p> </td> </tr> <tr valign='top'> <td><code>auto_unbox</code></td> <td> <p>automatically <code>unbox</code> all atomic vectors of length 1. It is usually safer to avoid this and instead use the <code>unbox</code> function to unbox individual elements. An exception is that objects of class <code>AsIs</code> (i.e. wrapped in <code>I()</code>) are not automatically unboxed. This is a way to mark single values as length-1 arrays.</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>max number of decimal digits to print for numeric values. Use <code>I()</code> to specify significant digits. Use <code>NA</code> for max precision.</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>adds indentation whitespace to JSON output. Can be TRUE/FALSE or a number specifying the number of spaces to indent. See <code>prettify</code></p> </td> </tr> <tr valign='top'> <td><code>force</code></td> <td> <p>unclass/skip objects of classes with no defined JSON mapping</p> </td> </tr> </table> "	FALSE
"fromJSON"	"jsonlite"	"Convert R objects to/from JSON"	"<p>These functions are used to convert between JSON data and <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects. The <code>toJSON</code> and <code>fromJSON</code> functions use a class based mapping, which follows conventions outlined in this paper:  <a href='https://arxiv.org/abs/1403.2805'>https://arxiv.org/abs/1403.2805</a> (also available as vignette). </p>"	"<pre>fromJSON(txt, simplifyVector = TRUE, simplifyDataFrame = simplifyVector,<br />   simplifyMatrix = simplifyVector, flatten = FALSE, ...)<br />toJSON(x, dataframe = c('rows', 'columns', 'values'), matrix = c('rowmajor',<br />   'columnmajor'), Date = c('ISO8601', 'epoch'), POSIXt = c('string',<br />   'ISO8601', 'epoch', 'mongo'), factor = c('string', 'integer'),<br />   complex = c('string', 'list'), raw = c('base64', 'hex', 'mongo'),<br />   null = c('list', 'null'), na = c('null', 'string'), auto_unbox = FALSE,<br />   digits = 4, pretty = FALSE, force = FALSE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>a JSON string, URL or file</p> </td> </tr> <tr valign='top'> <td><code>simplifyVector</code></td> <td> <p>coerce JSON arrays containing only primitives into an atomic vector</p> </td> </tr> <tr valign='top'> <td><code>simplifyDataFrame</code></td> <td> <p>coerce JSON arrays containing only records (JSON objects) into a data frame</p> </td> </tr> <tr valign='top'> <td><code>simplifyMatrix</code></td> <td> <p>coerce JSON arrays containing vectors of equal mode and dimension into matrix or array</p> </td> </tr> <tr valign='top'> <td><code>flatten</code></td> <td> <p>automatically <code>flatten</code> nested data frames into a single non-nested data frame</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments passed on to class specific <code>print</code> methods</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>the object to be encoded</p> </td> </tr> <tr valign='top'> <td><code>dataframe</code></td> <td> <p>how to encode data.frame objects: must be one of 'rows', 'columns' or 'values'</p> </td> </tr> <tr valign='top'> <td><code>matrix</code></td> <td> <p>how to encode matrices and higher dimensional arrays: must be one of 'rowmajor' or 'columnmajor'.</p> </td> </tr> <tr valign='top'> <td><code>Date</code></td> <td> <p>how to encode Date objects: must be one of 'ISO8601' or 'epoch'</p> </td> </tr> <tr valign='top'> <td><code>POSIXt</code></td> <td> <p>how to encode POSIXt (datetime) objects: must be one of 'string', 'ISO8601', 'epoch' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>factor</code></td> <td> <p>how to encode factor objects: must be one of 'string' or 'integer'</p> </td> </tr> <tr valign='top'> <td><code>complex</code></td> <td> <p>how to encode complex numbers: must be one of 'string' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>raw</code></td> <td> <p>how to encode raw objects: must be one of 'base64', 'hex' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>null</code></td> <td> <p>how to encode NULL values within a list: must be one of 'null' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>na</code></td> <td> <p>how to print NA values: must be one of 'null' or 'string'. Defaults are class specific</p> </td> </tr> <tr valign='top'> <td><code>auto_unbox</code></td> <td> <p>automatically <code>unbox</code> all atomic vectors of length 1. It is usually safer to avoid this and instead use the <code>unbox</code> function to unbox individual elements. An exception is that objects of class <code>AsIs</code> (i.e. wrapped in <code>I()</code>) are not automatically unboxed. This is a way to mark single values as length-1 arrays.</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>max number of decimal digits to print for numeric values. Use <code>I()</code> to specify significant digits. Use <code>NA</code> for max precision.</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>adds indentation whitespace to JSON output. Can be TRUE/FALSE or a number specifying the number of spaces to indent. See <code>prettify</code></p> </td> </tr> <tr valign='top'> <td><code>force</code></td> <td> <p>unclass/skip objects of classes with no defined JSON mapping</p> </td> </tr> </table> "	FALSE
"prettify"	"jsonlite"	"Prettify or minify a JSON string"	"<p>Prettify adds indentation to a JSON string; minify removes all indentation/whitespace. </p>"	"<pre>prettify(txt, indent = 4)<br />minify(txt) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>JSON string</p> </td> </tr> <tr valign='top'> <td><code>indent</code></td> <td> <p>number of spaces to indent</p> </td> </tr> </table> "	FALSE
"prettify"	"jsonlite"	"Prettify or minify a JSON string"	"<p>Prettify adds indentation to a JSON string; minify removes all indentation/whitespace. </p>"	"<pre>prettify(txt, indent = 4)<br />minify(txt) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>JSON string</p> </td> </tr> <tr valign='top'> <td><code>indent</code></td> <td> <p>number of spaces to indent</p> </td> </tr> </table> "	FALSE
"prettify"	"jsonlite"	"Prettify or minify a JSON string"	"<p>Prettify adds indentation to a JSON string; minify removes all indentation/whitespace. </p>"	"<pre>prettify(txt, indent = 4)<br />minify(txt) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>JSON string</p> </td> </tr> <tr valign='top'> <td><code>indent</code></td> <td> <p>number of spaces to indent</p> </td> </tr> </table> "	FALSE
"rbind.pages"	"jsonlite"	"Combine pages into a single data frame"	"<p>The <code>rbind.pages</code> function is used to combine a list of data frames into a single data frame. This is often needed when working with a JSON API that limits the amount of data per request. If we need more data than what fits in a single request, we need to perform multiple requests that each retrieve a fragment of data, not unlike pages in a book. In practice this is often implemented using a <code>page</code> parameter in the API. The <code>rbind.pages</code> function can be used to combine these pages back into a single dataset. </p>"	"<pre>## S3 method for class 'pages' rbind(pages) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>pages</code></td> <td> <p>a list of data frames, each representing a <em>page</em> of data</p> </td> </tr></table> "	FALSE
"read_json"	"jsonlite"	"Read/write JSON"	"<p>Convenience wrappers around toJSON and fromJSON to read and write directly to/from disk. </p>"	"<pre>read_json(path, simplifyVector = FALSE, ...)<br />write_json(x, path, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>path</code></td> <td> <p>file on disk</p> </td> </tr> <tr valign='top'> <td><code>simplifyVector</code></td> <td> <p>simplifies nested lists into vectors and data frames. See fromJSON.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments passed to toJSON or fromJSON</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>an object to be serialized to JSON</p> </td> </tr> </table> "	FALSE
"serializeJSON"	"jsonlite"	"serialize R objects to JSON"	"<p>The <code>serializeJSON</code> and <code>unserializeJSON</code> functions convert between <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects to JSON data. Instead of using a class based mapping like <code>toJSON</code> and <code>fromJSON</code>, the serialize functions base the encoding schema on the storage type, and capture all data and attributes from any object. Thereby the object can be restored almost perfectly from its JSON representation, but the resulting JSON output is very verbose. Apart from environments, all standard storage types are supported. </p>"	"<pre>serializeJSON(x, digits = 8, pretty = FALSE)<br />unserializeJSON(txt) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>an <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object to be serialized</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>max number of digits (after the dot) to print for numeric values</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>add indentation/whitespace to JSON output. See <code>prettify</code></p> </td> </tr> <tr valign='top'> <td><code>txt</code></td> <td> <p>a JSON string which was created using <code>serializeJSON</code></p> </td> </tr> </table> "	FALSE
"stream_in"	"jsonlite"	"Streaming JSON input/output"	"<p>The <code>stream_in</code> and <code>stream_out</code> functions implement line-by-line processing of JSON data over a <code>connection</code>, such as a socket, url, file or pipe. JSON streaming requires the <a href='http://ndjson.org'>ndjson</a> format, which slightly differs from <code>fromJSON</code> and <code>toJSON</code>, see details. </p>"	"<pre>stream_in(con, handler = NULL, pagesize = 500, verbose = TRUE, ...)<br />stream_out(x, con = stdout(), pagesize = 500, verbose = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>con</code></td> <td> <p>a <code>connection</code> object. If the connection is not open, <code>stream_in</code> and <code>stream_out</code> will automatically open and later close (and destroy) the connection. See details.</p> </td> </tr> <tr valign='top'> <td><code>handler</code></td> <td> <p>a custom function that is called on each page of JSON data. If not specified, the default handler stores all pages and binds them into a single data frame that will be returned by <code>stream_in</code>. See details.</p> </td> </tr> <tr valign='top'> <td><code>pagesize</code></td> <td> <p>number of lines to read/write from/to the connection per iteration.</p> </td> </tr> <tr valign='top'> <td><code>verbose</code></td> <td> <p>print some information on what is going on.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments for <code>fromJSON</code> and <code>toJSON</code> that control JSON formatting/parsing where applicable. Use with caution.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>object to be streamed out. Currently only data frames are supported.</p> </td> </tr> </table> "	FALSE
"stream_in"	"jsonlite"	"Streaming JSON input/output"	"<p>The <code>stream_in</code> and <code>stream_out</code> functions implement line-by-line processing of JSON data over a <code>connection</code>, such as a socket, url, file or pipe. JSON streaming requires the <a href='http://ndjson.org'>ndjson</a> format, which slightly differs from <code>fromJSON</code> and <code>toJSON</code>, see details. </p>"	"<pre>stream_in(con, handler = NULL, pagesize = 500, verbose = TRUE, ...)<br />stream_out(x, con = stdout(), pagesize = 500, verbose = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>con</code></td> <td> <p>a <code>connection</code> object. If the connection is not open, <code>stream_in</code> and <code>stream_out</code> will automatically open and later close (and destroy) the connection. See details.</p> </td> </tr> <tr valign='top'> <td><code>handler</code></td> <td> <p>a custom function that is called on each page of JSON data. If not specified, the default handler stores all pages and binds them into a single data frame that will be returned by <code>stream_in</code>. See details.</p> </td> </tr> <tr valign='top'> <td><code>pagesize</code></td> <td> <p>number of lines to read/write from/to the connection per iteration.</p> </td> </tr> <tr valign='top'> <td><code>verbose</code></td> <td> <p>print some information on what is going on.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments for <code>fromJSON</code> and <code>toJSON</code> that control JSON formatting/parsing where applicable. Use with caution.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>object to be streamed out. Currently only data frames are supported.</p> </td> </tr> </table> "	FALSE
"stream_in"	"jsonlite"	"Streaming JSON input/output"	"<p>The <code>stream_in</code> and <code>stream_out</code> functions implement line-by-line processing of JSON data over a <code>connection</code>, such as a socket, url, file or pipe. JSON streaming requires the <a href='http://ndjson.org'>ndjson</a> format, which slightly differs from <code>fromJSON</code> and <code>toJSON</code>, see details. </p>"	"<pre>stream_in(con, handler = NULL, pagesize = 500, verbose = TRUE, ...)<br />stream_out(x, con = stdout(), pagesize = 500, verbose = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>con</code></td> <td> <p>a <code>connection</code> object. If the connection is not open, <code>stream_in</code> and <code>stream_out</code> will automatically open and later close (and destroy) the connection. See details.</p> </td> </tr> <tr valign='top'> <td><code>handler</code></td> <td> <p>a custom function that is called on each page of JSON data. If not specified, the default handler stores all pages and binds them into a single data frame that will be returned by <code>stream_in</code>. See details.</p> </td> </tr> <tr valign='top'> <td><code>pagesize</code></td> <td> <p>number of lines to read/write from/to the connection per iteration.</p> </td> </tr> <tr valign='top'> <td><code>verbose</code></td> <td> <p>print some information on what is going on.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments for <code>fromJSON</code> and <code>toJSON</code> that control JSON formatting/parsing where applicable. Use with caution.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>object to be streamed out. Currently only data frames are supported.</p> </td> </tr> </table> "	FALSE
"fromJSON"	"jsonlite"	"Convert R objects to/from JSON"	"<p>These functions are used to convert between JSON data and <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects. The <code>toJSON</code> and <code>fromJSON</code> functions use a class based mapping, which follows conventions outlined in this paper:  <a href='https://arxiv.org/abs/1403.2805'>https://arxiv.org/abs/1403.2805</a> (also available as vignette). </p>"	"<pre>fromJSON(txt, simplifyVector = TRUE, simplifyDataFrame = simplifyVector,<br />   simplifyMatrix = simplifyVector, flatten = FALSE, ...)<br />toJSON(x, dataframe = c('rows', 'columns', 'values'), matrix = c('rowmajor',<br />   'columnmajor'), Date = c('ISO8601', 'epoch'), POSIXt = c('string',<br />   'ISO8601', 'epoch', 'mongo'), factor = c('string', 'integer'),<br />   complex = c('string', 'list'), raw = c('base64', 'hex', 'mongo'),<br />   null = c('list', 'null'), na = c('null', 'string'), auto_unbox = FALSE,<br />   digits = 4, pretty = FALSE, force = FALSE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>a JSON string, URL or file</p> </td> </tr> <tr valign='top'> <td><code>simplifyVector</code></td> <td> <p>coerce JSON arrays containing only primitives into an atomic vector</p> </td> </tr> <tr valign='top'> <td><code>simplifyDataFrame</code></td> <td> <p>coerce JSON arrays containing only records (JSON objects) into a data frame</p> </td> </tr> <tr valign='top'> <td><code>simplifyMatrix</code></td> <td> <p>coerce JSON arrays containing vectors of equal mode and dimension into matrix or array</p> </td> </tr> <tr valign='top'> <td><code>flatten</code></td> <td> <p>automatically <code>flatten</code> nested data frames into a single non-nested data frame</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments passed on to class specific <code>print</code> methods</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>the object to be encoded</p> </td> </tr> <tr valign='top'> <td><code>dataframe</code></td> <td> <p>how to encode data.frame objects: must be one of 'rows', 'columns' or 'values'</p> </td> </tr> <tr valign='top'> <td><code>matrix</code></td> <td> <p>how to encode matrices and higher dimensional arrays: must be one of 'rowmajor' or 'columnmajor'.</p> </td> </tr> <tr valign='top'> <td><code>Date</code></td> <td> <p>how to encode Date objects: must be one of 'ISO8601' or 'epoch'</p> </td> </tr> <tr valign='top'> <td><code>POSIXt</code></td> <td> <p>how to encode POSIXt (datetime) objects: must be one of 'string', 'ISO8601', 'epoch' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>factor</code></td> <td> <p>how to encode factor objects: must be one of 'string' or 'integer'</p> </td> </tr> <tr valign='top'> <td><code>complex</code></td> <td> <p>how to encode complex numbers: must be one of 'string' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>raw</code></td> <td> <p>how to encode raw objects: must be one of 'base64', 'hex' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>null</code></td> <td> <p>how to encode NULL values within a list: must be one of 'null' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>na</code></td> <td> <p>how to print NA values: must be one of 'null' or 'string'. Defaults are class specific</p> </td> </tr> <tr valign='top'> <td><code>auto_unbox</code></td> <td> <p>automatically <code>unbox</code> all atomic vectors of length 1. It is usually safer to avoid this and instead use the <code>unbox</code> function to unbox individual elements. An exception is that objects of class <code>AsIs</code> (i.e. wrapped in <code>I()</code>) are not automatically unboxed. This is a way to mark single values as length-1 arrays.</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>max number of decimal digits to print for numeric values. Use <code>I()</code> to specify significant digits. Use <code>NA</code> for max precision.</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>adds indentation whitespace to JSON output. Can be TRUE/FALSE or a number specifying the number of spaces to indent. See <code>prettify</code></p> </td> </tr> <tr valign='top'> <td><code>force</code></td> <td> <p>unclass/skip objects of classes with no defined JSON mapping</p> </td> </tr> </table> "	FALSE
"fromJSON"	"jsonlite"	"Convert R objects to/from JSON"	"<p>These functions are used to convert between JSON data and <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects. The <code>toJSON</code> and <code>fromJSON</code> functions use a class based mapping, which follows conventions outlined in this paper:  <a href='https://arxiv.org/abs/1403.2805'>https://arxiv.org/abs/1403.2805</a> (also available as vignette). </p>"	"<pre>fromJSON(txt, simplifyVector = TRUE, simplifyDataFrame = simplifyVector,<br />   simplifyMatrix = simplifyVector, flatten = FALSE, ...)<br />toJSON(x, dataframe = c('rows', 'columns', 'values'), matrix = c('rowmajor',<br />   'columnmajor'), Date = c('ISO8601', 'epoch'), POSIXt = c('string',<br />   'ISO8601', 'epoch', 'mongo'), factor = c('string', 'integer'),<br />   complex = c('string', 'list'), raw = c('base64', 'hex', 'mongo'),<br />   null = c('list', 'null'), na = c('null', 'string'), auto_unbox = FALSE,<br />   digits = 4, pretty = FALSE, force = FALSE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>txt</code></td> <td> <p>a JSON string, URL or file</p> </td> </tr> <tr valign='top'> <td><code>simplifyVector</code></td> <td> <p>coerce JSON arrays containing only primitives into an atomic vector</p> </td> </tr> <tr valign='top'> <td><code>simplifyDataFrame</code></td> <td> <p>coerce JSON arrays containing only records (JSON objects) into a data frame</p> </td> </tr> <tr valign='top'> <td><code>simplifyMatrix</code></td> <td> <p>coerce JSON arrays containing vectors of equal mode and dimension into matrix or array</p> </td> </tr> <tr valign='top'> <td><code>flatten</code></td> <td> <p>automatically <code>flatten</code> nested data frames into a single non-nested data frame</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments passed on to class specific <code>print</code> methods</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>the object to be encoded</p> </td> </tr> <tr valign='top'> <td><code>dataframe</code></td> <td> <p>how to encode data.frame objects: must be one of 'rows', 'columns' or 'values'</p> </td> </tr> <tr valign='top'> <td><code>matrix</code></td> <td> <p>how to encode matrices and higher dimensional arrays: must be one of 'rowmajor' or 'columnmajor'.</p> </td> </tr> <tr valign='top'> <td><code>Date</code></td> <td> <p>how to encode Date objects: must be one of 'ISO8601' or 'epoch'</p> </td> </tr> <tr valign='top'> <td><code>POSIXt</code></td> <td> <p>how to encode POSIXt (datetime) objects: must be one of 'string', 'ISO8601', 'epoch' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>factor</code></td> <td> <p>how to encode factor objects: must be one of 'string' or 'integer'</p> </td> </tr> <tr valign='top'> <td><code>complex</code></td> <td> <p>how to encode complex numbers: must be one of 'string' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>raw</code></td> <td> <p>how to encode raw objects: must be one of 'base64', 'hex' or 'mongo'</p> </td> </tr> <tr valign='top'> <td><code>null</code></td> <td> <p>how to encode NULL values within a list: must be one of 'null' or 'list'</p> </td> </tr> <tr valign='top'> <td><code>na</code></td> <td> <p>how to print NA values: must be one of 'null' or 'string'. Defaults are class specific</p> </td> </tr> <tr valign='top'> <td><code>auto_unbox</code></td> <td> <p>automatically <code>unbox</code> all atomic vectors of length 1. It is usually safer to avoid this and instead use the <code>unbox</code> function to unbox individual elements. An exception is that objects of class <code>AsIs</code> (i.e. wrapped in <code>I()</code>) are not automatically unboxed. This is a way to mark single values as length-1 arrays.</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>max number of decimal digits to print for numeric values. Use <code>I()</code> to specify significant digits. Use <code>NA</code> for max precision.</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>adds indentation whitespace to JSON output. Can be TRUE/FALSE or a number specifying the number of spaces to indent. See <code>prettify</code></p> </td> </tr> <tr valign='top'> <td><code>force</code></td> <td> <p>unclass/skip objects of classes with no defined JSON mapping</p> </td> </tr> </table> "	FALSE
"unbox"	"jsonlite"	"Unbox a vector or data frame"	"<p>This function marks an atomic vector or data frame as a <a href='http://en.wikipedia.org/wiki/Singleton_(mathematics)'>singleton</a>, i.e. a set with exactly 1 element. Thereby, the value will not turn into an <code>array</code> when encoded into JSON. This can only be done for atomic vectors of length 1, or data frames with exactly 1 row. To automatically unbox all vectors of length 1 within an object, use the <code>auto_unbox</code> argument in <code>toJSON</code>. </p>"	"<pre>unbox(x) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x</code></td> <td> <p>atomic vector of length 1, or data frame with 1 row.</p> </td> </tr></table> "	FALSE
"serializeJSON"	"jsonlite"	"serialize R objects to JSON"	"<p>The <code>serializeJSON</code> and <code>unserializeJSON</code> functions convert between <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects to JSON data. Instead of using a class based mapping like <code>toJSON</code> and <code>fromJSON</code>, the serialize functions base the encoding schema on the storage type, and capture all data and attributes from any object. Thereby the object can be restored almost perfectly from its JSON representation, but the resulting JSON output is very verbose. Apart from environments, all standard storage types are supported. </p>"	"<pre>serializeJSON(x, digits = 8, pretty = FALSE)<br />unserializeJSON(txt) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>an <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object to be serialized</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>max number of digits (after the dot) to print for numeric values</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>add indentation/whitespace to JSON output. See <code>prettify</code></p> </td> </tr> <tr valign='top'> <td><code>txt</code></td> <td> <p>a JSON string which was created using <code>serializeJSON</code></p> </td> </tr> </table> "	FALSE
"validate"	"jsonlite"	"Validate JSON"	"<p>Test if a string contains valid JSON. Characters vectors will be collapsed into a single string. </p>"	"<pre>validate(txt) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>txt</code></td> <td> <p>JSON string</p> </td> </tr></table> "	FALSE
"read_json"	"jsonlite"	"Read/write JSON"	"<p>Convenience wrappers around toJSON and fromJSON to read and write directly to/from disk. </p>"	"<pre>read_json(path, simplifyVector = FALSE, ...)<br />write_json(x, path, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>path</code></td> <td> <p>file on disk</p> </td> </tr> <tr valign='top'> <td><code>simplifyVector</code></td> <td> <p>simplifies nested lists into vectors and data frames. See fromJSON.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments passed to toJSON or fromJSON</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>an object to be serialized to JSON</p> </td> </tr> </table> "	FALSE
