"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"pictex"	"grDevices"	"A PicTeX Graphics Driver"	"<p>This function produces simple graphics suitable for inclusion in TeX and LaTeX documents.  It dates from the very early days of <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> and is for historical interest only. </p>"	"<pre>pictex(file = 'Rplots.tex', width = 5, height = 4, debug = FALSE,<br />        bg = 'white', fg = 'black') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>file</code></td> <td> <p>the file where output will appear.</p> </td> </tr> <tr valign='top'> <td><code>width</code></td> <td> <p>The width of the plot in inches.</p> </td> </tr> <tr valign='top'> <td><code>height</code></td> <td> <p>the height of the plot in inches.</p> </td> </tr> <tr valign='top'> <td><code>debug</code></td> <td> <p>should debugging information be printed.</p> </td> </tr> <tr valign='top'> <td><code>bg</code></td> <td> <p>the background color for the plot.  Ignored.</p> </td> </tr> <tr valign='top'> <td><code>fg</code></td> <td> <p>the foreground color for the plot.  Ignored.</p> </td> </tr> </table> "	FALSE
"postscript"	"grDevices"	"PostScript Graphics"	"<p><code>postscript</code> starts the graphics device driver for producing PostScript graphics. </p>"	"<pre>postscript(file = if(onefile) 'Rplots.ps' else 'Rplot%03d.ps',<br />            onefile, family, title, fonts, encoding, bg, fg,<br />            width, height, horizontal, pointsize,<br />            paper, pagecentre, print.it, command,<br />            colormodel, useKerning, fillOddEven) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>file</code></td> <td> <p>a character string giving the name of the file.  If it is <code>''</code>, the output is piped to the command given by the argument <code>command</code>. If it is of the form <code>'|cmd'</code>, the output is piped to the command given by <code>cmd</code>. </p> <p>For use with <code>onefile = FALSE</code> give a <code>printf</code> format such as <code>'Rplot%03d.ps'</code> (the default in that case).  The string should not otherwise contain a <code>%</code>: if it is really necessary, use <code>%%</code> in the string for <code>%</code> in the file name. A single integer format matching the regular expression <code>'%[#0 +=-]*[0-9.]*[diouxX]'</code> is allowed. </p> <p>Tilde expansion (see <code>path.expand</code>) is done. </p> </td> </tr> <tr valign='top'> <td><code>onefile</code></td> <td> <p>logical: if true (the default) allow multiple figures in one file.  If false, generate a file name containing the page number for each page and use an EPSF header and no <code>DocumentMedia</code> comment.  Defaults to <code>TRUE</code>.</p> </td> </tr> <tr valign='top'> <td><code>family</code></td> <td> <p>the initial font family to be used, normally as a character string.  See the section ‘Families’.  Defaults to <code>'Helvetica'</code>.</p> </td> </tr> <tr valign='top'> <td><code>title</code></td> <td> <p>title string to embed as the <code>Title</code> comment in the file.  Defaults to <code>'R Graphics Output'</code>.</p> </td> </tr> <tr valign='top'> <td><code>fonts</code></td> <td> <p>a character vector specifying additional <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> graphics font family names for font families whose declarations will be included in the PostScript file and are available for use with the device. See ‘Families’ below.  Defaults to <code>NULL</code>.</p> </td> </tr> <tr valign='top'> <td><code>encoding</code></td> <td> <p>the name of an encoding file.  Defaults to <code>'default'</code>.  The latter is interpreted as ‘<span class='file'>'ISOLatin1.enc'</span>’ unless the locale is recognized as corresponding to a language using ISO 8859-{2,5,7,13,15} or KOI8-{R,U}. The file is looked for in the ‘<span class='file'>enc</span>’ directory of package <span class='pkg'>grDevices</span> if the path does not contain a path separator.  An extension <code>'.enc'</code> can be omitted. </p> </td> </tr> <tr valign='top'> <td><code>bg</code></td> <td> <p>the initial background color to be used.  If <code>'transparent'</code> (or any other non-opaque colour), no background is painted.  Defaults to <code>'transparent'</code>.</p> </td> </tr> <tr valign='top'> <td><code>fg</code></td> <td> <p>the initial foreground color to be used.  Defaults to <code>'black'</code>.</p> </td> </tr> <tr valign='top'> <td><code>width, height</code></td> <td> <p>the width and height of the graphics region in inches.  Default to <code>0</code>. </p> <p>If <code>paper != 'special'</code> and <code>width</code> or <code>height</code> is less than <code>0.1</code> or too large to give a total margin of 0.5 inch, the graphics region is reset to the corresponding paper dimension minus 0.5. </p> </td> </tr> <tr valign='top'> <td><code>horizontal</code></td> <td> <p>the orientation of the printed image, a logical. Defaults to true, that is landscape orientation on paper sizes with width less than height.</p> </td> </tr> <tr valign='top'> <td><code>pointsize</code></td> <td> <p>the default point size to be used.  Strictly speaking, in bp, that is 1/72 of an inch, but approximately in points.  Defaults to <code>12</code>.</p> </td> </tr> <tr valign='top'> <td><code>paper</code></td> <td> <p>the size of paper in the printer.  The choices are <code>'a4'</code>, <code>'letter'</code> (or <code>'us'</code>), <code>'legal'</code> and <code>'executive'</code> (and these can be capitalized). Also, <code>'special'</code> can be used, when arguments <code>width</code> and <code>height</code> specify the paper size.  A further choice is <code>'default'</code> (the default): If this is selected, the papersize is taken from the option <code>'papersize'</code> if that is set and to <code>'a4'</code> if it is unset or empty.</p> </td> </tr> <tr valign='top'> <td><code>pagecentre</code></td> <td> <p>logical: should the device region be centred on the page?  Defaults to true.</p> </td> </tr> <tr valign='top'> <td><code>print.it</code></td> <td> <p>logical: should the file be printed when the device is closed?  (This only applies if <code>file</code> is a real file name.) Defaults to false.</p> </td> </tr> <tr valign='top'> <td><code>command</code></td> <td> <p>the command to be used for ‘printing’.  Defaults to <code>'default'</code>, the value of option <code>'printcmd'</code>.  The length limit is <code>2*PATH_MAX</code>, typically 8096 bytes. </p> </td> </tr> <tr valign='top'> <td><code>colormodel</code></td> <td> <p>a character string describing the color model: currently allowed values as <code>'srgb'</code>, <code>'srgb+gray'</code>, <code>'rgb'</code>, <code>'rgb-nogray'</code>, <code>'gray'</code> (or <code>'grey')</code> and <code>'cmyk'</code>.  Defaults to <code>'srgb'</code>.  See section ‘Color models’.</p> </td> </tr> <tr valign='top'> <td><code>useKerning</code></td> <td> <p>logical.  Should kerning corrections be included in setting text and calculating string widths?  Defaults to <code>TRUE</code>.</p> </td> </tr> <tr valign='top'> <td><code>fillOddEven</code></td> <td> <p>logical controlling the polygon fill mode:  see <code>polygon</code> for details.  Default <code>FALSE</code>.</p> </td> </tr> </table> "	FALSE
"pretty.Date"	"grDevices"	"Pretty Breakpoints for Date-Time Classes"	"<p>Compute a sequence of about <code>n+1</code> equally spaced ‘nice’ values which cover the range of the values in <code>x</code>, possibly of length one, when <code>min.n = 0</code> and there is only one unique <code>x</code>. </p>"	"<pre>## S3 method for class 'Date' pretty(x, n = 5, min.n = n %/% 2, sep = ' ', ...) ## S3 method for class 'POSIXt' pretty(x, n = 5, min.n = n %/% 2, sep = ' ', ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>an object of class <code>'Date'</code> or <code>'POSIXt'</code> (i.e., <code>'POSIXct'</code> or <code>'POSIXlt'</code>). </p> </td> </tr> <tr valign='top'> <td><code>n</code></td> <td> <p>integer giving the <em>desired</em> number of intervals.</p> </td> </tr> <tr valign='top'> <td><code>min.n</code></td> <td> <p>nonnegative integer giving the <em>minimal</em> number of intervals.</p> </td> </tr> <tr valign='top'> <td><code>sep</code></td> <td> <p>character string, serving as a separator for certain formats (e.g., between month and year). </p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments for compatibility with the generic, ignored.</p> </td> </tr> </table> "	FALSE
"recordplot"	"grDevices"	"Record and Replay Plots"	"<p>Functions to save the current plot in an <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> variable, and to replay it. </p>"	"<pre>recordPlot(load=NULL, attach=NULL) replayPlot(x, reloadPkgs=FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>load</code></td> <td> <p>If not <code>NULL</code>, a character vector of package names, which are saved as part of the recorded plot.</p> </td> </tr> <tr valign='top'> <td><code>attach</code></td> <td> <p>If not <code>NULL</code>, a character vector of package names, which are saved as part of the recorded plot.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>A saved plot.</p> </td> </tr> <tr valign='top'> <td><code>reloadPkgs</code></td> <td> <p>A logical indicating whether to reload and/or reattach any packages that were saved as part of the recorded plot.</p> </td> </tr> </table> "	FALSE
"ps.options"	"grDevices"	"Auxiliary Function to Set/View Defaults for Arguments of postscript"	"<p>The auxiliary function <code>ps.options</code> can be used to set or view (if called without arguments) the default values for some of the arguments to <code>postscript</code>. </p> <p><code>ps.options</code> needs to be called before calling <code>postscript</code>, and the default values it sets can be overridden by supplying arguments to <code>postscript</code>. </p>"	"<pre>ps.options(..., reset = FALSE, override.check = FALSE)<br />setEPS(...) setPS(...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments <code>onefile</code>, <code>family</code>, <code>title</code>, <code>fonts</code>, <code>encoding</code>, <code>bg</code>, <code>fg</code>, <code>width</code>, <code>height</code>, <code>horizontal</code>, <code>pointsize</code>,  <code>paper</code>, <code>pagecentre</code>, <code>print.it</code>, <code>command</code>, <code>colormodel</code> and <code>fillOddEven</code> can be supplied.  <code>onefile</code>, <code>horizontal</code> and <code>paper</code> are <em>ignored</em> for <code>setEPS</code> and <code>setPS</code>.</p> </td> </tr> <tr valign='top'> <td><code>reset</code></td> <td> <p>logical: should the defaults be reset to their ‘factory-fresh’ values?</p> </td> </tr> <tr valign='top'> <td><code>override.check</code></td> <td> <p>logical argument passed to <code>check.options</code>.  See the Examples.</p> </td> </tr> </table> "	FALSE
"quartz"	"grDevices"	"macOS Quartz Device"	"<p><code>quartz</code> starts a graphics device driver for the macOS System. It supports plotting both to the screen (the default) and to various graphics file formats. </p>"	"<pre>quartz(title, width, height, pointsize, family, antialias, type,<br />       file = NULL, bg, canvas, dpi)<br />quartz.options(..., reset = FALSE)<br />quartz.save(file, type = 'png', device = dev.cur(), dpi = 100, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>title</code></td> <td> <p>title for the Quartz window (applies to on-screen output only), default <code>'Quartz %d'</code>.  A C-style format for an integer will be substituted by the device number (see the <code>file</code> argument to <code>postscript</code> for further details).</p> </td> </tr> <tr valign='top'> <td><code>width</code></td> <td> <p>the width of the plotting area in inches.  Default <code>7</code>.</p> </td> </tr> <tr valign='top'> <td><code>height</code></td> <td> <p>the height of the plotting area in inches.  Default <code>7</code>.</p> </td> </tr> <tr valign='top'> <td><code>pointsize</code></td> <td> <p>the default pointsize to be used.  Default <code>12</code>.</p> </td> </tr> <tr valign='top'> <td><code>family</code></td> <td> <p>this is the family name of the font that will be used by the device.  Default <code>'Arial'</code>.  This will be the base name of a font as  shown in Font Book.</p> </td> </tr> <tr valign='top'> <td><code>antialias</code></td> <td> <p>whether to use antialiasing.  Default <code>TRUE</code>.</p> </td> </tr> <tr valign='top'> <td><code>type</code></td> <td> <p>the type of output to use.  See ‘Details’ for more information.  Default <code>'native'</code>.</p> </td> </tr> <tr valign='top'> <td><code>file</code></td> <td> <p>an optional target for the graphics device. The default, <code>NULL</code>, selects a default name where one is needed.  See ‘Details’ for more information.</p> </td> </tr> <tr valign='top'> <td><code>bg</code></td> <td> <p>the initial background colour to use for the device.  Default <code>'transparent'</code>.  An opaque colour such as <code>'white'</code> will normally be required on off-screen types that support transparency such as <code>'png'</code> and <code>'tiff'</code>.</p> </td> </tr> <tr valign='top'> <td><code>canvas</code></td> <td> <p>canvas colour to use for an on-screen device.  Default <code>'white'</code>, and will be forced to be an opaque colour.</p> </td> </tr> <tr valign='top'> <td><code>dpi</code></td> <td> <p>resolution of the output.  The default (<code>NA_real_</code>) for an on-screen display defaults to the resolution of the main screen, and to 72 dpi otherwise.  See ‘Details’.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Any of the arguments to <code>quartz</code> except <code>file</code>.</p> </td> </tr> <tr valign='top'> <td><code>reset</code></td> <td> <p>logical: should the defaults be reset to their defaults?</p> </td> </tr> <tr valign='top'> <td><code>device</code></td> <td> <p>device number to copy from.</p> </td> </tr> </table> "	FALSE
"quartzFonts"	"grDevices"	"quartz Fonts"	"<p>These functions handle the translation of a device-independent R graphics font family name to a quartz font description. </p>"	"<pre>quartzFont(family)<br />quartzFonts(...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>family</code></td> <td> <p>a character vector containing the four PostScript font names for plain, bold, italic, and bolditalic versions of a font family.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>either character strings naming mappings to display, or new (named) mappings to define.</p> </td> </tr> </table> "	FALSE
"recordGraphics"	"grDevices"	"Record Graphics Operations"	"<p>Records arbitrary code on the graphics engine display list. Useful for encapsulating calculations with graphical output that depends on the calculations. Intended <em>only</em> for expert use. </p>"	"<pre>recordGraphics(expr, list, env) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>expr</code></td> <td> <p>object of mode <code>expression</code> or <code>call</code> or an unevaluated expression.</p> </td> </tr> <tr valign='top'> <td><code>list</code></td> <td> <p>a list defining the environment in which <code>expr</code> is to be evaluated.</p> </td> </tr> <tr valign='top'> <td><code>env</code></td> <td> <p>An <code>environment</code> specifying where <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> looks for objects not found in <code>envir</code>.</p> </td> </tr> </table> "	FALSE
"rgb"	"grDevices"	"RGB Color Specification"	"<p>This function creates colors corresponding to the given intensities (between 0 and <code>max</code>) of the red, green and blue primaries.  The colour specification refers to the standard sRGB colorspace (IEC standard 61966). </p> <p>An alpha transparency value can also be specified (as an opacity, so <code>0</code> means fully transparent and <code>max</code> means opaque).  If <code>alpha</code> is not specified, an opaque colour is generated. </p> <p>The <code>names</code> argument may be used to provide names for the colors. </p> <p>The values returned by these functions can be used with a <code>col=</code> specification in graphics functions or in <code>par</code>. </p>"	"<pre>rgb(red, green, blue, alpha, names = NULL, maxColorValue = 1) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>red, blue, green, alpha</code></td> <td> <p>numeric vectors with values in <i>[0, M]</i> where <i>M</i> is <code>maxColorValue</code>.  When this is <code>255</code>, the <code>red</code>, <code>blue</code>, <code>green</code>, and <code>alpha</code> values are coerced to integers in <code>0:255</code> and the result is computed most efficiently.</p> </td> </tr> <tr valign='top'> <td><code>names</code></td> <td> <p>character vector. The names for the resulting vector.</p> </td> </tr> <tr valign='top'> <td><code>maxColorValue</code></td> <td> <p>number giving the maximum of the color values range, see above.</p> </td> </tr> </table> "	FALSE
"rgb2hsv"	"grDevices"	"RGB to HSV Conversion"	"<p><code>rgb2hsv</code> transforms colors from RGB space (red/green/blue) into HSV space (hue/saturation/value). </p>"	"<pre>rgb2hsv(r, g = NULL, b = NULL, maxColorValue = 255) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>r</code></td> <td> <p>vector of ‘red’ values in <i>[0, M]</i>, (<i>M<br />       = </i><code>maxColorValue</code>) or 3-row rgb matrix.</p> </td> </tr> <tr valign='top'> <td><code>g</code></td> <td> <p>vector of ‘green’ values, or <code>NULL</code> when <code>r</code> is a matrix.</p> </td> </tr> <tr valign='top'> <td><code>b</code></td> <td> <p>vector of ‘blue’ values, or <code>NULL</code> when <code>r</code> is a matrix.</p> </td> </tr> <tr valign='top'> <td><code>maxColorValue</code></td> <td> <p>number giving the maximum of the RGB color values range.  The default <code>255</code> corresponds to the typical <code>0:255</code> RGB coding as in <code>col2rgb()</code>.</p> </td> </tr> </table> "	FALSE
"savePlot"	"grDevices"	"Save Cairo X11 Plot to File"	"<p>Save the current page of a cairo <code>X11()</code> device to a file. </p>"	"<pre>savePlot(filename = paste('Rplot', type, sep = '.'),<br />          type = c('png', 'jpeg', 'tiff', 'bmp'),<br />          device = dev.cur()) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>filename</code></td> <td> <p>filename to save to.</p> </td> </tr> <tr valign='top'> <td><code>type</code></td> <td> <p>file type: only <code>'png'</code> will be accepted for cairo version 1.0.</p> </td> </tr> <tr valign='top'> <td><code>device</code></td> <td> <p>the device to save from.</p> </td> </tr> </table> "	FALSE
"trans3d"	"grDevices"	"3D to 2D Transformation for Perspective Plots"	"<p>Projection of 3-dimensional to 2-dimensional points using a 4x4 viewing transformation matrix.  Mainly for adding to perspective plots such as <code>persp</code>. </p>"	"<pre>trans3d(x, y, z, pmat) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, y, z</code></td> <td> <p>numeric vectors of equal length, specifying points in 3D space.</p> </td> </tr> <tr valign='top'> <td><code>pmat</code></td> <td> <p>a <i>4 x 4</i> <em>viewing transformation matrix</em>, suitable for projecting the 3D coordinates <i>(x,y,z)</i> into the 2D plane using homogeneous 4D coordinates <i>(x,y,z,t)</i>; such matrices are returned by <code>persp()</code>.</p> </td> </tr> </table> "	FALSE
"x11"	"grDevices"	"X Window System Graphics"	"<p><code>X11</code> starts a graphics device driver for the X Window System (version 11).  This can only be done on machines/accounts that have access to an X server. </p> <p><code>x11</code> is recognized as a synonym for <code>X11</code>. </p> <p>The <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> function is a wrapper for two devices, one based on Xlib (<a href='https://en.wikipedia.org/wiki/Xlib'>https://en.wikipedia.org/wiki/Xlib</a>) and one using cairographics (<a href='http://www.cairographics.org'>http://www.cairographics.org</a>). </p>"	"<pre>X11(display = '', width, height, pointsize, gamma, bg, canvas,<br />     fonts, family, xpos, ypos, title, type, antialias)<br />X11.options(..., reset = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>display</code></td> <td> <p>the display on which the graphics window will appear. The default is to use the value in the user's environment variable <span class='env'>DISPLAY</span>.  This is ignored (with a warning) if an X11 device is already open on another display.</p> </td> </tr> <tr valign='top'> <td><code>width, height</code></td> <td> <p>the width and height of the plotting window, in inches.  If <code>NA</code>, taken from the resources and if not specified there defaults to <code>7</code> inches.  See also ‘Resources’.</p> </td> </tr> <tr valign='top'> <td><code>pointsize</code></td> <td> <p>the default pointsize to be used.  Defaults to <code>12</code>.</p> </td> </tr> <tr valign='top'> <td><code>gamma</code></td> <td> <p>gamma correction fudge factor. Colours in R are sRGB;  if your monitor does not conform to sRGB, you might be able to improve things by tweaking this parameter to apply additional gamma correction to the RGB channels. By default 1 (no additional gamma correction).</p> </td> </tr> <tr valign='top'> <td><code>bg</code></td> <td> <p>colour, the initial background colour.  Default <code>'transparent'</code>.</p> </td> </tr> <tr valign='top'> <td><code>canvas</code></td> <td> <p>colour.  The colour of the canvas, which is visible only when the background colour is transparent.  Should be an opaque colour (and any alpha value will be ignored).  Default <code>'white'</code>.</p> </td> </tr> <tr valign='top'> <td><code>fonts</code></td> <td> <p>for <code>type = 'Xlib'</code> only: X11 font description strings into which weight, slant and size will be substituted.  There are two, the first for fonts 1 to 4 and the second for font 5, the symbol font.  See section ‘Fonts’.</p> </td> </tr> <tr valign='top'> <td><code>family</code></td> <td> <p>The default family: a length-one character string.  This is primarily intended for cairo-based devices, but for <code>type =<br />     'Xlib'</code>, the <code>X11Fonts()</code> database is used to map family names to <code>fonts</code> (and this argument takes precedence over that one).</p> </td> </tr> <tr valign='top'> <td><code>xpos, ypos</code></td> <td> <p>integer: initial position of the top left corner of the window, in pixels.  Negative values are from the opposite corner, e.g. <code>xpos = -100</code> says the top right corner should be 100 pixels from the right edge of the screen.  If <code>NA</code> (the default), successive devices are cascaded in 20 pixel steps from the top left. See also ‘Resources’.</p> </td> </tr> <tr valign='top'> <td><code>title</code></td> <td> <p>character string, up to 100 bytes.  With the default, <code>''</code>, a suitable title is created internally.  A C-style format for an integer will be substituted by the device number (see the <code>file</code> argument to <code>postscript</code> for further details).  How non-ASCII titles are handled is implementation-dependent.</p> </td> </tr> <tr valign='top'> <td><code>type</code></td> <td> <p>character string, one of <code>'Xlib'</code>, <code>'cairo'</code>, <code>'nbcairo'</code> or <code>'dbcairo'</code>.  Only the first will be available if the system was compiled without support for cairographics.  The default is <code>'cairo'</code> where available except on macOS, otherwise <code>'Xlib'</code>.</p> </td> </tr> <tr valign='top'> <td><code>antialias</code></td> <td> <p>for cairo types, the type of anti-aliasing (if any) to be used.  One of <code>c('default', 'none', 'gray', 'subpixel')</code>.</p> </td> </tr> <tr valign='top'> <td><code>reset</code></td> <td> <p>logical: should the defaults be reset to their defaults?</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Any of the arguments to <code>X11</code>, plus <code>colortype</code> and <code>maxcubesize</code> (see section ‘Colour Rendering’).</p> </td> </tr> </table> "	FALSE
"x11Fonts"	"grDevices"	"X11 Fonts"	"<p>These functions handle the translation of a device-independent R graphics font family name to an X11 font description. </p>"	"<pre>X11Font(font)<br />X11Fonts(...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>font</code></td> <td> <p>a character string containing an X11 font description.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>either character strings naming mappings to display, or new (named) mappings to define.</p> </td> </tr> </table> "	FALSE
"xfig"	"grDevices"	"XFig Graphics Device"	"<p><code>xfig</code> starts the graphics device driver for producing XFig (version 3.2) graphics. </p> <p>The auxiliary function <code>ps.options</code> can be used to set and view (if called without arguments) default values for the arguments to <code>xfig</code> and <code>postscript</code>. </p>"	"<pre>xfig(file = if(onefile) 'Rplots.fig' else 'Rplot%03d.fig',<br />      onefile = FALSE, encoding = 'none',<br />      paper = 'default', horizontal = TRUE,<br />      width = 0, height = 0, family = 'Helvetica',<br />      pointsize = 12, bg = 'transparent', fg = 'black',<br />      pagecentre = TRUE, defaultfont = FALSE, textspecial = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>file</code></td> <td> <p>a character string giving the name of the file.<br />   For use with <code>onefile = FALSE</code> give a C integer format such as <code>'Rplot%03d.fig'</code> (the default in that case). (See <code>postscript</code> for further details.) </p> </td> </tr> <tr valign='top'> <td><code>onefile</code></td> <td> <p>logical: if true allow multiple figures in one file. If false, assume only one page per file and generate a file number containing the page number.</p> </td> </tr> <tr valign='top'> <td><code>encoding</code></td> <td> <p>The encoding in which to write text strings.  The default is not to re-encode.  This can be any encoding recognized by <code>iconv</code>: in a Western UTF-8 locale you probably want to select an 8-bit encoding such as <code>latin1</code>, and in an East Asian locale an <code>EUC</code> encoding.  If re-encoding fails, the text strings will be written in the current encoding with a warning.</p> </td> </tr> <tr valign='top'> <td><code>paper</code></td> <td> <p>the size of paper region.  The choices are <code>'A4'</code>, <code>'Letter'</code> and <code>'Legal'</code> (and these can be lowercase).  A further choice is <code>'default'</code>, which is the default.  If this is selected, the papersize is taken from the option <code>'papersize'</code> if that is set to a non-empty value, otherwise <code>'A4'</code>.</p> </td> </tr> <tr valign='top'> <td><code>horizontal</code></td> <td> <p>the orientation of the printed image, a logical.  Defaults to true, that is landscape orientation.</p> </td> </tr> <tr valign='top'> <td><code>width, height</code></td> <td> <p>the width and height of the graphics region in inches.  The default is to use the entire page less a 0.5 inch overall margin in each direction.  (See <code>postscript</code> for further details.)</p> </td> </tr> <tr valign='top'> <td><code>family</code></td> <td> <p>the font family to be used.  This must be one of <code>'AvantGarde'</code>, <code>'Bookman'</code>, <code>'Courier'</code>, <code>'Helvetica'</code> (the default), <code>'Helvetica-Narrow'</code>, <code>'NewCenturySchoolbook'</code>, <code>'Palatino'</code> or <code>'Times'</code>.  Any other value is replaced by <code>'Helvetica'</code>, with a warning.</p> </td> </tr> <tr valign='top'> <td><code>pointsize</code></td> <td> <p>the default point size to be used.</p> </td> </tr> <tr valign='top'> <td><code>bg</code></td> <td> <p>the initial background color to be used.</p> </td> </tr> <tr valign='top'> <td><code>fg</code></td> <td> <p>the initial foreground color to be used.</p> </td> </tr> <tr valign='top'> <td><code>pagecentre</code></td> <td> <p>logical: should the device region be centred on the page?</p> </td> </tr> <tr valign='top'> <td><code>defaultfont</code></td> <td> <p>logical: should the device use xfig's default font?</p> </td> </tr> <tr valign='top'> <td><code>textspecial</code></td> <td> <p>logical: should the device set the textspecial flag for all text elements. This is useful when generating pstex from xfig figures.</p> </td> </tr> </table> "	FALSE
"xy.coords"	"grDevices"	"Extracting Plotting Structures"	"<p><code>xy.coords</code> is used by many functions to obtain x and y coordinates for plotting.  The use of this common mechanism across all relevant <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> functions produces a measure of consistency. </p>"	"<pre>xy.coords(x, y = NULL, xlab = NULL, ylab = NULL, log = NULL,<br />           recycle = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, y</code></td> <td> <p>the x and y coordinates of a set of points. Alternatively, a single argument <code>x</code> can be provided.</p> </td> </tr> <tr valign='top'> <td><code>xlab, ylab</code></td> <td> <p>names for the x and y variables to be extracted.</p> </td> </tr> <tr valign='top'> <td><code>log</code></td> <td> <p>character, <code>'x'</code>, <code>'y'</code> or both, as for <code>plot</code>.  Sets negative values to <code>NA</code> and gives a warning.</p> </td> </tr> <tr valign='top'> <td><code>recycle</code></td> <td> <p>logical; if <code>TRUE</code>, recycle (<code>rep</code>) the shorter of <code>x</code> or <code>y</code> if their lengths differ.</p> </td> </tr> </table> "	FALSE
"xyTable"	"grDevices"	"Multiplicities of (x,y) Points, e.g., for a Sunflower Plot"	"<p>Given (x,y) points, determine their multiplicity – checking for equality only up to some (crude kind of) noise.  Note that this is special kind of 2D binning. </p>"	"<pre>xyTable(x, y = NULL, digits) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, y</code></td> <td> <p>numeric vectors of the same length; alternatively other (x, y) argument combinations as allowed by <code>xy.coords(x, y)</code>.</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>integer specifying the significant digits to be used for determining equality of coordinates.  These are compared after rounding them via <code>signif(*, digits)</code>.</p> </td> </tr> </table> "	FALSE
"xyz.coords"	"grDevices"	"Extracting Plotting Structures"	"<p>Utility for obtaining consistent x, y and z coordinates and labels for three dimensional (3D) plots. </p>"	"<pre>xyz.coords(x, y = NULL, z = NULL,<br />            xlab = NULL, ylab = NULL, zlab = NULL,<br />            log = NULL, recycle = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, y, z</code></td> <td> <p>the x, y and z coordinates of a set of points. Both <code>y</code> and <code>z</code> can be left at <code>NULL</code>.  In this case, an attempt is made to interpret <code>x</code> in a way suitable for plotting. </p> <p>If the argument is a formula <code>zvar ~ xvar + yvar</code>, <code>xvar</code>, <code>yvar</code> and <code>zvar</code> are used as x, y and z variables; if the argument is a list containing components <code>x</code>, <code>y</code> and <code>z</code>, these are assumed to define plotting coordinates; if the argument is a matrix or <code>data.frame</code> with three or more columns, the first is assumed to contain the x values, the 2nd the y ones, and the 3rd the z ones – independently of any column names that <code>x</code> may have. </p> <p>Alternatively two arguments <code>x</code> and <code>y</code> can be provided (leaving <code>z = NULL</code>).  One may be real, the other complex; in any other case, the arguments are coerced to vectors and the values plotted against their indices. </p> </td> </tr> <tr valign='top'> <td><code>xlab, ylab, zlab</code></td> <td> <p>names for the x, y and z variables to be extracted.</p> </td> </tr> <tr valign='top'> <td><code>log</code></td> <td> <p>character, <code>'x'</code>, <code>'y'</code>, <code>'z'</code> or combinations. Sets negative values to <code>NA</code> and gives a warning.</p> </td> </tr> <tr valign='top'> <td><code>recycle</code></td> <td> <p>logical; if <code>TRUE</code>, recycle (<code>rep</code>) the shorter ones of <code>x</code>, <code>y</code> or <code>z</code> if their lengths differ.</p> </td> </tr> </table> "	FALSE
"utils-package"	"utils"	"The R Utils Package"	"<p>R utility functions </p>"	NA	NA	FALSE
